Image,Observation,Date,Exposure,Tip_Radius,Tip_Longitude,Base_Radius,Base_Longitude,Class,Phase
N1737166787b_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T01:25:39.334,380,0,0,140473.26,151.579,Complex,156.48476
N1737167591a_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T01:39:03.329,380,140473.71,151.207,140486.07,151.045,Classic,156.92247
N1737167591b_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T01:39:03.329,380,140462.24,151.056,140486.07,151.045,Classic,157.49783
N1737168395a_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T01:52:27.324,380,0,0,140489.95,152.666,Complex,157.4944
N1737168395b_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T01:52:27.324,380,140495.72,152.77,140476,152.721,Classic,157.4944
N1737168395c_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T01:52:27.324,380,140486.69,153.041,140480.1,152.789,Classic,157.4944
N1737170271_1.IMG,ISS_179RF_FRINGPHOT001_VIMS,2013-018T02:23:43.312,380,0,0,140493.04,154.71,Complex,158.7492
N1738426745_1.IMG,ISS_180RF_HIRESFRNG001_PRIME,2013-032T15:24:48.922,1200,140496.6,193.725,140481.94,193.853,Classic,65.15936
N1738431345_1.IMG,ISS_180RF_HIRESFRNG001_PRIME,2013-032T16:41:28.893,1200,0,0,140482.44,195.051,Complex,59.64755
N1738434105_1.IMG,ISS_180RF_HIRESFRNG001_PRIME,2013-032T17:27:28.875,1200,140487.62,195.18,140480.34,195.206,Classic,56.35653
N1738434841_1.IMG,ISS_180RF_HIRESFRNG001_PRIME,2013-032T17:39:44.871,1200,140489.25,195.498,140475.77,195.715,Classic,55.6368
N1739126746_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-040T17:51:25.327,1500,140284.56,270.37,140213.29,270.567,Classic - bright head,97.29033
N1739132486_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-040T19:27:05.290,1500,140188.04,271.254,140221,271.222,Classic,91.25075
N1739134126_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-040T19:54:25.280,1500,140238.59,270.342,140221.01,270.355,Classic,91.45829
N1739151346_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-041T00:41:25.170,1500,140237.47,270.152,140225.85,270.132,Classic,93.58444
N1739153806_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-041T01:22:25.155,1500,140160.08,270.617,140213.16,270.573,Classic,93.89003
N1739165696_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-041T04:40:35.079,1500,0,0,140217.5,270.079,Complex,95.40762
N1739169796a_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-041T05:48:55.053,1500,140270.61,271.792,140204.24,271.968,Classic,95.92687
N1739169796b_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-041T05:48:55.053,1600,140274.85,269.513,140210.99,269.768,Classic,95.92687
N1739169796c_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-041T05:48:55.053,1600,140246.32,268.776,140216.74,268.822,Classic,95.92687
N1739173076_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-041T06:43:35.032,1600,140238.22,269.767,140219.46,269.779,Classic,96.36796
N1739180046_1.IMG,ISS_181RF_FMOVIE001_PRIME,2013-041T08:39:44.988,1500,140297.85,269.162,140234.41,269.587,Classic - bright head,97.29033
N1739459522_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T14:17:39.830,380,140479.95,148.174,140463.87,148.186,Classic,152.13066
N1739460567_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T14:35:04.824,380,0,0,140430.68,149.491,Complex,152.78935
N1739461403_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T14:49:00.818,380,140349.66,149.08,140445.83,149.089,Extended Object,153.23764
N1739467882a_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T16:36:59.777,380,140430.43,152.464,140464.73,152.441,Classic,157.22196
N1739467882b_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T16:36:59.777,380,140430.43,152.464,140464.37,152.397,Classic,157.22196
N1739473107_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T18:04:04.744,380,140410.75,153.942,140482.17,153.922,Classic - bright head,158.56914
N1739473107_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T18:04:04.744,380,0,0,140478.27,156.847,Complex,160.66544
N1739473525_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T18:11:02.741,380,0,0,140485.55,155.323,Complex,160.86134
N1739476869a_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T19:06:46.720,380,140518.87,157.47,140483.93,157.516,Classic,163.08574
N1739476869b_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T19:06:46.720,380,140504.18,157.459,140491.7,157.537,Classic,163.08574
N1739476869c_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T19:06:46.720,380,140491.46,157.37,140484.38,157.377,Classic,163.08574
N1739476869d_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T19:06:46.720,380,140493.85,157.303,140486.94,157.32,Classic,163.08574
N1739476869e_1.IMG,ISS_181RF_FRINGPHOT001_VIMS,2013-044T19:06:46.720,380,140495.8,157.185,140485.16,157.2,Classic,163.08574
N1739494832_1.IMG,ISS_181RF_FRINGPHOT002_VIMS,2013-045T00:06:09.621,380,0,0,139902.35,19.824,Complex,156.58116
N1739504240_1.IMG,ISS_181RF_FRINGPHOT002_VIMS,2013-045T02:42:57.546,380,139924.49,24.649,139916.33,24.616,Complex,147.16015
N1741148227_1.IMG,ISS_183RF_FMOVIE001_PRIME,2013-064T03:22:33.680,1200,139830.34,44.926,139813.76,44.846,Complex,71.17791
N1741150670_1.IMG,ISS_183RF_FMOVIE001_PRIME,2013-064T04:03:16.665,1200,139825.49,46.923,139802.17,46.931,Complex,71.43026
N1741159706_1.IMG,ISS_183RF_FMOVIE001_PRIME,2013-064T06:33:52.607,1200,140416.98,190.248,140402.93,190.265,Classic,78.71853
N1742332190_1.IMG,ISS_184RF_FMOVIE001_PRIME,2013-077T20:15:09.016,1500,140559.37,269.807,140549.02,269.818,Classic,104.28965
N1742334246_1.IMG,ISS_184RF_FMOVIE001_PRIME,2013-077T20:49:24.987,1500,140524.66,271.279,140544.1,271.258,Classic,104.68979
N1742337336_1.IMG,ISS_184RF_FMOVIE001_PRIME,2013-077T21:40:54.967,1500,140553.17,269.363,140575.86,0,Extended Object,105.27711
N1742348151_1.IMG,ISS_184RF_FMOVIE001_PRIME,2013-078T00:41:09.899,1500,140529.61,270.963,140546.44,270.956,Classic,107.42643
N1743085105a_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:23:39.377,1200,140293.37,10.262,140327.67,10.223,Classic,55.75457
N1743085105b_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:23:39.377,1200,140302.47,10.198,140318.52,10.172,Classic,55.75457
N1743085105c_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:23:39.377,1200,140334.27,10.085,140377.51,10.036,Classic,55.75457
N1743085105d_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:23:39.377,1200,140326.19,9.791,140375.76,9.713,Classic,55.75457
N1743085105e_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:23:39.377,1200,140359.28,8.297,140324.44,8.361,Classic,55.82806
N1743085481a_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:29:55.359,1200,140320.04,7.278,140345.55,6.949,Classic,55.93313
N1743085481b_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:29:55.359,1200,140339.78,5.636,140350.18,5.627,Classic,56.02587
N1743085481c_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:29:55.359,1200,140372.15,5.545,140351.41,5.557,Classic,56.02587
N1743085861_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:36:15.357,1200,140390.3,7.347,140348.28,7.502,Classic,55.97195
N1743086621_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T13:48:55.352,1200,140348.46,7.964,140365.53,7.79,Classic,56.05864
N1743087381_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T14:01:35.347,1200,140411.7,6.668,140371.85,6.711,Classic,56.21864
N1743089281_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T14:33:15.335,1200,140388.17,5.687,140357.02,5.714,Classic,56.52936
N1743091181_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T15:04:55.323,1200,140326.46,7.061,140345.18,7.018,Classic,56.71369
N1743092321a_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T15:23:55.316,1200,140359.82,6.979,140329.84,7,Classic,56.87289
N1743092321b_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T15:23:55.316,1200,140357.5,6.917,140337.4,6.929,Classic,56.87289
N1743092321c_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T15:23:55.316,1200,140356.62,6.892,140336.73,6.91,Classic,56.87289
N1743092321d_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T15:23:55.316,1200,140355.55,6.861,140345.59,6.87,Classic,56.87289
N1743094981_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T16:08:15.299,1200,140130.38,7.675,140347.97,7.541,Classic - bright head,57.19517
N1743096501_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T16:33:35.289,1200,140311.24,7.179,140356.42,6.726,Classic,57.44384
N1743107901_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T19:43:35.217,1200,0,0,140364,9.118,Complex,58.83434
N1743113981_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T21:24:55.178,1200,140325.35,6.001,140350.04,5.734,Classic,59.84042
N1743114741_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T21:37:35.173,1200,140194.48,8.634,140355.32,0,Extended Object,59.7747
N1743115501a_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T21:50:15.168,1200,140342.44,9.652,140358,9.617,Classic,59.81586
N1743115501b_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T21:50:15.168,1200,140339.01,9.09,140356.81,9.067,Classic,59.84881
N1743116641_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T22:09:15.161,1200,140301.34,7.77,140371.72,0,Extended Object,60.07614
N1743117401_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-086T22:21:55.156,1200,140431.64,7.01,140363.4,7.115,Classic,60.21482
N1743123481_1.IMG,ISS_184RF_FMOVIE002_PRIME,2013-087T00:03:15.118,1200,0,0,140376.44,5.761,Complex,61.10659
N1743477293_1.IMG,ISS_185RI_RCASOCC001_VIMS,2013-091T02:20:05.127,680,140566.84,307.432,140553.19,307.456,Classic,130.66068
N1743637951_1.IMG,ISS_185RF_HIRESFRNG001_PRIME,2013-092T22:57:41.946,1000,140178.14,49.741,0,0,Extended Object,115.53364
N1743776395_1.IMG,ISS_185RI_RHYAOCC001_VIMS,2013-094T13:25:05.285,560,0,0,140535.22,321.299,Complex,17.386
N1746570747a_1.IMG,ISS_189RF_FMOVIE001_PRIME,2013-126T21:37:19.193,1200,139905.94,239.987,139919.86,239.595,Classic,57.91601
N1746570747b_1.IMG,ISS_189RF_FMOVIE001_PRIME,2013-126T21:37:19.193,1201,139894.57,239.422,0,0,Extended Object,57.91509
N1746571495_1.IMG,ISS_189RF_FMOVIE001_PRIME,2013-126T21:49:47.188,1200,0,0,139955.4,241.608,Complex,58.03354
N1746581593a_1.IMG,ISS_189RF_FMOVIE001_PRIME,2013-127T00:38:05.124,1200,0,0,139890.89,241.965,Complex,59.61514
N1746581593b_1.IMG,ISS_189RF_FMOVIE001_PRIME,2013-127T00:38:05.124,1200,0,0,139880.76,241.591,Complex,59.61453
N1746584959_1.IMG,ISS_189RF_FMOVIE001_PRIME,2013-127T01:34:11.103,1200,0,0,139899.29,241.615,Complex,60.14636
N1746588325_1.IMG,ISS_189RF_FMOVIE001_PRIME,2013-127T02:30:17.081,1200,139879.78,241.366,139901.76,241.382,Classic,60.67805
N1748346788_1.IMG,ISS_191RF_FMOVIE002_PRIME,2013-147T10:57:48.897,1200,0,0,139916.8,266.407,Complex,85.62669
N1748350636_1.IMG,ISS_191RF_FMOVIE002_PRIME,2013-147T12:01:56.873,1200,139955.7,265.066,139917.96,265.219,Classic,86.34346
N1748368433_1.IMG,ISS_191RF_FMOVIE002_PRIME,2013-147T16:58:33.760,1200,0,0,139935.92,265.926,Complex,89.68188
N1748388154_1.IMG,ISS_191RF_FMOVIE002_PRIME,2013-147T22:27:14.634,1200,139850.04,266.023,139914.26,265.976,Classic,93.46813
N1748458409_1.IMG,ISS_191OT_SATELLORB003_PRIME,2013-148T17:58:09.463,680,139931.1,270.722,139895.43,271.109,Classic,108.09431
N1748763019_1.IMG,ISS_191RF_FMOVIE001_PRIME,2013-152T06:34:57.250,1200,0,0,140241.85,54.01,Complex,107.58044
N1748770357_1.IMG,ISS_191RF_FMOVIE001_PRIME,2013-152T08:37:15.203,1200,140206.18,40.934,140216.26,40.928,Classic,102.54207
N1748782796_1.IMG,ISS_191RF_FMOVIE001_PRIME,2013-152T12:04:34.124,1200,-,-,140345.27,193.144,Complex,105.72679
N1748790648_1.IMG,ISS_191RF_FMOVIE001_PRIME,2013-152T14:15:26.074,1200,-,-,140195.87,239.866,Complex,105.00844
N1748900003_1.IMG,ISS_191RI_PROPRETRG001_PRIME,2013-153T20:38:00.889,180,-,-,140000.31,246.769,Complex,31.38975
N1750385279_1.IMG,ISS_193RF_FMOVIE001_PRIME,2013-171T01:12:27.005,1200,140392.76,46.259,-,-,Extended Object,70.94277
N1750397121_1.IMG,ISS_193RF_FMOVIE001_PRIME,2013-171T04:29:48.930,1200,-,-,140032.37,46.079,Complex,72.9583
N1750398649_1.IMG,ISS_193RF_FMOVIE001_PRIME,2013-171T04:55:16.920,1200,140046.93,44.82,140033.59,44.881,Classic,73.27449
N1750400177_1.IMG,ISS_193RF_FMOVIE001_PRIME,2013-171T05:20:44.910,1200,-,-,140023.12,45.641,Complex,73.49652
N1750404379_1.IMG,ISS_193RF_FMOVIE001_PRIME,2013-171T06:30:46.884,1200,140049.59,45.983,140037.86,46.013,Classic,74.19676
N1750425806_1.IMG,ISS_193RF_FMOVIE001_PRIME,2013-171T12:27:53.748,1200,-,-,140389.15,238.936,Complex,87.13762
N1750427716_1.IMG,ISS_193RF_FMOVIE001_PRIME,2013-171T12:59:43.735,1200,140368.67,238.494,140344.09,238.566,Classic,87.46662
N1750428862_1.IMG,ISS_193RF_FMOVIE001_PRIME,2013-171T13:18:49.728,1200,-,-,140347.12,238.349,Complex,87.66544
N1750433064_1.IMG,ISS_193RF_FMOVIE001_PRIME,2013-171T14:28:51.701,1200,-,-,140332.79,238.729,Complex,88.44892
N1751430721a_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T03:36:22.365,1200,140300.68,276.019,140310.35,276.004,Classic,82.18112
N1751430721b_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T03:36:22.365,1200,140294.38,275.959,140320.04,275.941,Classic,82.18112
N1751440679_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T06:22:20.302,1200,140376.76,276.359,140313.67,276.439,Classic - bright head,84.01993
N1751446807_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T08:04:28.263,1200,-,-,140362.87,277.011,Complex,85.14928
N1751451403_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T09:21:04.234,1200,140317.5,277.673,140297.68,277.717,Classic,85.99613
N1751452552_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T09:40:13.227,1200,140264.33,277.296,140286.94,277.204,Classic,86.22094
N1751456327_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T10:43:08.203,1200,140060.67,111.622,140182.2,111.579,Classic,77.13612
N1751459391_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T11:34:12.183,1200,-,-,140168.4,109.644,Complex,77.55071
N1751475477_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T16:02:18.081,1200,-,-,140133.35,110.612,Complex,80.27048
N1751478541a_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T16:53:22.062,1200,140235.27,108.846,140187.01,108.98,Classic,80.7183
N1751478541b_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T16:53:22.062,1200,140183.13,108.89,140187.01,108.98,Classic,80.7183
N1751481222_1.IMG,ISS_194RF_FMOVIE001_PRIME,2013-183T17:38:03.045,1200,140160.38,110.999,140178.43,110.874,Classic,81.25085
N1755734445_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-232T23:04:39.032,1200,-,-,140163.32,238.893,Complex,59.53096
N1755734859_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-232T23:11:33.030,1200,140146.54,240.117,140177.8,240.118,Classic,59.63031
N1755738171_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-233T00:06:45.009,1200,140203.37,240.59,140193.93,240.581,Classic,60.35767
N1755746037_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-233T02:17:50.959,1200,-,-,140189.35,240.507,Complex,62.05105
N1755752661_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-233T04:08:14.917,1200,140152.85,238.569,140163.06,238.537,Classic,63.42692
N1755755559_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-233T04:56:32.898,1200,140238.44,239.29,140166.09,239.322,Classic,64.04344
N1755769221_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-233T08:44:14.812,1200,-,-,140281.63,238.749,Complex,66.74273
N1755772947_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-233T09:46:20.788,1200,-,-,140179.05,240.454,Complex,67.5958
N1755775017_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-233T10:20:50.775,1200,140145.43,241.219,140174.35,241.17,Classic,68.01891
N1755775845_1.IMG,ISS_196RF_FMOVIE003_PRIME,2013-233T10:34:38.769,1200,-,-,140197.07,239.081,Complex,68.16456
N1756041827_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T12:27:39.080,1200,-,-,140368.41,276.871,Complex,109.67326
N1756045967a_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T13:36:39.054,1200,-,-,140347.26,279.797,Complex,109.9
N1756045967b_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T13:36:39.054,1201,-,-,140352.7,278.738,Complex,110.19211
N1756047209_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T13:57:21.046,1200,140304.02,278.137,140316.38,278.093,Classic,110.33992
N1756047623_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T14:04:15.043,1200,140296.94,277.906,140325.93,277.738,Classic,110.38902
N1756048865_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T14:24:57.036,1200,-,-,140341.17,278.043,Complex,110.54311
N1756060871_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T17:45:02.959,1200,-,-,140320.13,277.722,Classic,111.99551
N1756061285_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T17:51:56.957,1200,-,-,140336.64,279.261,Complex,112.05538
N1756064597_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T18:47:08.936,1200,-,-,140356.68,279.432,Complex,112.45488
N1756066667_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T19:21:38.922,1200,140368.09,276.59,140319.09,276.845,Classic - bright head,112.68165
N1756069565_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T20:09:56.904,1200,140298.13,277.247,140333.96,277.231,Classic,113.03043
N1756079087_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T22:48:38.844,1200,140325.35,277.406,140324.46,277.412,Classic,114.15879
N1756082813_1.IMG,ISS_196RF_FMOVIE004_PRIME,2013-236T23:50:44.820,1200,140285.56,274.991,140308.15,274.992,Classic,114.56718
N1756207084a_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T10:21:55.031,1200,140311.84,285.36,140345.33,285.248,Classic,128.32387
N1756207084b_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T10:21:55.031,1200,-,-,140343.05,283.994,Complex,128.31096
N1756208724_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T10:49:15.020,1200,140320.75,286.232,140351.59,286.114,Classic,128.50266
N1756209134_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T10:56:05.018,1200,140342.18,285.737,140335.47,285.848,Classic,128.50266
N1756209954_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T11:09:45.012,1200,-,-,140347.52,283.345,Complex,128.60016
N1756212004_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T11:43:54.999,1200,140278.14,285.605,140338.04,285.553,Classic - bright head,128.83576
N1756218154_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T13:26:24.960,1200,140346.05,283.915,140331.57,283.921,Classic,129.45371
N1756222664_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T14:41:34.932,1200,-,-,140341.24,287.582,Complex,129.95562
N1756222664_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T14:41:34.932,1200,-,-,140348.25,286.292,Complex,129.94406
N1756228404a_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T16:17:14.895,1200,140391.81,285.656,140318.93,285.697,Classic,130.52547
N1756228404b_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T16:17:14.895,1200,140391.81,285.656,140333.64,285.97,Classic,130.52547
N1756240294_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T19:35:24.820,1200,-,-,140318.73,283.496,Complex,131.70719
N1756244394_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-238T20:43:44.794,1200,140297.48,283.665,140320.13,283.533,Classic,132.12226
N1756257104_1.IMG,ISS_196RF_FMOVIE005_PRIME,2013-239T00:15:34.713,1200,-,-,140384.13,286.523,Complex,133.4433
N1756377239a_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T09:37:48.966,1200,140451.42,302.733,140397.55,302.776,Classic,145.30463
N1756377239b_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T09:37:48.966,1200,140451.42,302.733,140390.02,302.874,Classic,145.30463
N1756379305_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T10:12:14.937,1200,-,-,140373,299.772,Complex,145.48701
N1756380961_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T10:39:50.926,1200,140413.56,300.37,140382.1,300.804,Classic,145.64935
N1756384687_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T11:41:56.903,1200,-,-,140373.05,299.002,Complex,145.99474
N1756385101_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T11:48:50.900,1200,-,-,140387.69,300.39,Complex,146.04453
N1756390069_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T13:11:38.869,1200,140329.75,298.617,140365.47,298.572,Classic,146.50267
N1756390897_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T13:25:26.863,1200,140416.27,299.828,140367.6,299.882,Classic,146.59265
N1756394209_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T14:20:38.842,1200,-,-,140396.58,299.578,Complex,146.90594
N1756402903_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T16:45:32.787,1200,-,-,140368.64,298.854,Complex,147.72382
N1756405387a_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T17:26:56.771,1200,140494.81,300.749,140375.7,300.774,Classic - bright head,147.97874
N1756405387b_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T17:26:56.771,1200,140494.81,300.749,140376.26,301.056,Classic - bright head,147.97874
N1756407043_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T17:54:32.761,1200,-,-,140364.36,299.171,Complex,148.11881
N1756419463_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T21:21:32.682,1200,-,-,140415.56,300.55,Complex,149.30748
N1756424845_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T22:51:14.648,1200,140350.34,302.223,140388.91,302.14,Classic,149.82888
N1756427743a_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T23:39:32.629,1200,140289.28,299.243,140357.65,299.028,Classic,150.07275
N1756427743b_1.IMG,ISS_196RF_FMOVIE006_PRIME,2013-240T23:39:32.629,1200,140289.28,299.243,140366.74,299.17,Classic,150.07275
N1757251551_1.IMG,ISS_197RF_FMOVIE007_PRIME,2013-250T12:29:35.397,1200,140071.77,254.454,140035.95,254.485,Classic,110.67373
N1757255731_1.IMG,ISS_197RF_FMOVIE007_PRIME,2013-250T13:39:15.371,1200,-,-,140012.36,255.123,Complex,109.78408
N1757268689_1.IMG,ISS_197RF_FMOVIE007_PRIME,2013-250T17:15:13.288,1200,-,-,140142.42,256.797,Complex,106.97689
N1757883329_1.IMG,ISS_197OT_SATELLORB005_PRIME,2013-257T19:59:09.660,680,139914.43,255.102,139941.71,255.108,Classic,81.92228
N1757952511_1.IMG,ISS_197RF_FMOVIE002_PRIME,2013-258T15:12:10.945,1200,139950.15,269.831,139961.41,269.345,Classic,94.84943
N1757959693_1.IMG,ISS_197RF_FMOVIE002_PRIME,2013-258T17:11:52.900,1200,139970.9,270.719,140019.22,270.697,Classic,96.06475
N1757965678_1.IMG,ISS_197RF_FMOVIE002_PRIME,2013-258T18:51:37.862,1200,-,-,140020.32,270.439,Complex,97.05473
N1757967274_1.IMG,ISS_197RF_FMOVIE002_PRIME,2013-258T19:18:13.852,1200,-,-,139987.06,270.826,Complex,97.3175
N1760818744_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-291T19:22:25.742,1200,139951.99,279.032,139979.63,279.014,Classic,119.51089
N1760826534_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-291T21:32:15.693,1200,139984.58,280.081,139969.98,280.094,Classic,120.52761
N1760841674_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T01:44:35.596,1200,140533.9,111.732,140483.7,111.832,Classic,114.1487
N1760844134_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T02:25:35.581,1200,140530.44,110.918,140485.75,110.954,Classic,114.47292
N1760846184a_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T02:59:45.568,1200,140376.87,112.421,140483.95,112.262,Classic,114.75087
N1760846184b_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T02:59:45.568,1200,140376.87,112.421,140477.02,112.083,Classic,114.75087
N1760846184c_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T02:59:45.568,1200,140376.87,112.421,140470.76,111.647,Classic,114.75087
N1760851924_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T04:35:25.531,1200,140511.6,111.623,140475.63,111.652,Classic,115.5011
N1760853154a_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T04:55:55.523,1200,140317.46,110.5,140471.12,110.359,Classic,115.65917
N1760853154b_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T04:55:55.523,1200,140317.46,110.5,140447.58,109.683,Classic,115.65917
N1760853154c_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T04:55:55.523,1200,140317.46,110.5,140454.13,109.089,Classic,115.65917
N1760864634_1.IMG,ISS_198RF_FMOVIE001_PRIME,2013-292T08:07:15.451,1200,140558.92,110.82514,140500.81,110.869,Classic,117.13158
